left_city,left_source,right_city,right_source,dist,cnt_in_group,left_city:1,left_source:1,right_city:1,right_source:1,dist:1,cnt_in_group:1,chamfer_dist
Hong Kong,google,Montreal,google,13.257788479328156,30,Montreal,google,Hong Kong,google,13.355267107486725,30,0.4435509264469147
Istanbul,dalle,Montreal,google,8.288100391626358,20,Montreal,google,Istanbul,dalle,13.797951400279999,30,0.44172103583812716
Istanbul,google,Montreal,google,12.370039403438568,30,Montreal,google,Istanbul,google,13.476244896650314,30,0.43077140500148137
Jakarta,dalle,Montreal,google,8.210725367069244,20,Montreal,google,Jakarta,dalle,13.238923639059067,30,0.4289929801225662
Jakarta,google,Montreal,google,13.129858076572418,30,Montreal,google,Jakarta,google,13.00804254412651,30,0.4356316770116488
Johannesburg,dalle,Montreal,google,7.53497314453125,20,Montreal,google,Johannesburg,dalle,13.515465140342712,30,0.42100876569747925
Johannesburg,google,Montreal,google,12.204905688762665,30,Montreal,google,Johannesburg,google,12.816633522510529,30,0.4170256535212199
Kobe,dalle,Montreal,google,8.334837585687637,20,Montreal,google,Kobe,dalle,13.341389000415802,30,0.4335245317220688
Kobe,google,Montreal,google,12.84119963645935,30,Montreal,google,Kobe,google,12.606099933385849,30,0.42412165949742
Kyoto,dalle,Montreal,google,8.595956832170486,20,Montreal,google,Kyoto,dalle,14.309057712554932,30,0.4581002908945084
Kyoto,google,Montreal,google,12.613501250743866,30,Montreal,google,Kyoto,google,12.988846451044083,30,0.42670579502979916
Lagos,dalle,Montreal,google,8.23470005393028,20,Montreal,google,Lagos,dalle,13.37950649857521,30,0.4322841310501099
Lagos,google,Montreal,google,12.984790682792664,30,Montreal,google,Lagos,google,13.31025505065918,30,0.4382507622241974
Lisbon,dalle,Montreal,google,8.190388888120651,20,Montreal,google,Lisbon,dalle,13.957945048809052,30,0.4429666787385941
Lisbon,google,Montreal,google,12.453808277845383,30,Montreal,google,Lisbon,google,13.48541247844696,30,0.43232034593820573
London,dalle,Montreal,google,8.615966498851776,20,Montreal,google,London,dalle,13.566181093454361,30,0.44364295184612274
London,google,Montreal,google,12.598509788513184,30,Montreal,google,London,google,13.01852360367775,30,0.42695055653651554
Los Angeles,dalle,Montreal,google,8.139143913984299,20,Montreal,google,Los Angeles,dalle,13.52339056134224,30,0.4332506895065308
Los Angeles,google,Montreal,google,12.638676196336746,30,Montreal,google,Los Angeles,google,13.535464018583298,30,0.4362356702486674
Madrid,dalle,Montreal,google,8.912989526987076,20,Montreal,google,Madrid,dalle,14.4560686647892,30,0.4673811638355255
Madrid,google,Montreal,google,12.646052360534668,30,Montreal,google,Madrid,google,13.429157018661499,30,0.4345868229866028
Manila,dalle,Montreal,google,7.842388451099396,20,Montreal,google,Manila,dalle,13.186340987682343,30,0.42057458877563475
Manila,google,Montreal,google,12.95746436715126,30,Montreal,google,Manila,google,13.043446153402328,30,0.43334850867589314
Melbourne,dalle,Montreal,google,8.812653243541718,20,Montreal,google,Melbourne,dalle,13.867918699979782,30,0.45361143887043
Melbourne,google,Montreal,google,12.453246712684631,30,Montreal,google,Melbourne,google,12.822416752576828,30,0.4212610577543577
Mexico City,dalle,Montreal,google,8.046030461788177,20,Montreal,google,Mexico City,dalle,13.20152959227562,30,0.42495120108127593
Mexico City,google,Montreal,google,12.274788796901703,30,Montreal,google,Mexico City,google,13.658397167921066,30,0.4322197660803795
Milan,dalle,Montreal,google,8.40669122338295,20,Montreal,google,Milan,dalle,13.81963136792183,30,0.44452645182609557
Milan,google,Montreal,google,11.912801325321198,30,Montreal,google,Milan,google,12.691060483455658,30,0.4100643634796143
Montreal,dalle,Montreal,google,7.584427177906036,20,Montreal,google,Montreal,dalle,12.952471673488617,30,0.41073797702789305
Montreal,google,Montreal,google,12.705848634243011,30,Montreal,google,Montreal,google,12.705848634243011,30,0.42352828780810037
Moscow,dalle,Montreal,google,7.375266015529633,20,Montreal,google,Moscow,dalle,13.9057457447052,30,0.42562023520469666
Moscow,google,Montreal,google,12.322978258132935,30,Montreal,google,Moscow,google,13.007034540176392,30,0.4221668799718221
Mumbai,dalle,Montreal,google,7.950659960508347,20,Montreal,google,Mumbai,dalle,13.944280445575714,30,0.4378988081216812
Mumbai,google,Montreal,google,12.220046490430832,30,Montreal,google,Mumbai,google,12.560535877943039,30,0.4130097061395645
Munich,dalle,Montreal,google,8.295092165470123,20,Montreal,google,Munich,dalle,13.199083000421524,30,0.4298835033178329
Munich,google,Montreal,google,12.501285165548325,30,Montreal,google,Munich,google,13.38271751999855,30,0.4314000447591146
New York,dalle,Montreal,google,16.502335518598557,40,Montreal,google,New York,dalle,13.323172271251678,30,0.4260786827121462
New York,google,Montreal,google,12.711855202913284,30,Montreal,google,New York,google,13.431181401014328,30,0.43571727673212685
Osaka,dalle,Montreal,google,8.354081183671951,20,Montreal,google,Osaka,dalle,13.497009187936783,30,0.43702180743217467
Osaka,google,Montreal,google,13.06151881814003,30,Montreal,google,Osaka,google,13.211779296398163,30,0.4378883019089699
Oslo,dalle,Montreal,google,8.485361725091934,20,Montreal,google,Oslo,dalle,13.887949973344803,30,0.44746623396873475
Oslo,google,Montreal,google,12.70731496810913,30,Montreal,google,Oslo,google,13.128810733556747,30,0.43060209502776464
Paris,dalle,Montreal,google,7.893209993839264,20,Montreal,google,Paris,dalle,14.025431364774704,30,0.4383728271722794
Paris,google,Montreal,google,13.558950573205948,30,Montreal,google,Paris,google,13.473399132490158,30,0.45053916176160175
Prague,dalle,Montreal,google,7.806724458932877,20,Montreal,google,Prague,dalle,13.072750955820084,30,0.4175895082950592
Prague,google,Montreal,google,11.521443337202072,30,Montreal,google,Prague,google,13.493551015853882,30,0.41691657255093256
Rio de Janeiro,dalle,Montreal,google,8.498361468315125,20,Montreal,google,Rio de Janeiro,dalle,14.004051208496094,30,0.45004825353622435
Rio de Janeiro,google,Montreal,google,14.171731442213058,30,Montreal,google,Rio de Janeiro,google,13.451848685741425,30,0.4603930021325747
Rome,dalle,Montreal,google,8.239780187606812,20,Montreal,google,Rome,dalle,13.243692547082901,30,0.42966945469379425
Rome,google,Montreal,google,12.703245013952255,30,Montreal,google,Rome,google,13.700610756874084,30,0.44006426284710565
Santiago,dalle,Montreal,google,8.330343633890152,20,Montreal,google,Santiago,dalle,13.372490793466568,30,0.4340566885471344
Santiago,google,Montreal,google,11.990374982357025,30,Montreal,google,Santiago,google,12.430810928344727,30,0.4070197651783625
Seoul,dalle,Montreal,google,8.625594943761826,20,Montreal,google,Seoul,dalle,13.780754268169403,30,0.44812698423862457
Seoul,google,Montreal,google,12.884814321994781,30,Montreal,google,Seoul,google,13.126530289649963,30,0.43352241019407906
Shanghai,dalle,Montreal,google,8.730815052986145,20,Montreal,google,Shanghai,dalle,14.522989183664322,30,0.4650760847330093
Shanghai,google,Montreal,google,13.086416274309158,30,Montreal,google,Shanghai,google,12.764376401901245,30,0.43084654460350674
Shenzhen,dalle,Montreal,google,8.705215901136398,20,Montreal,google,Shenzhen,dalle,14.545063823461533,30,0.4650055944919586
Shenzhen,google,Montreal,google,12.095701158046722,30,Montreal,google,Shenzhen,google,12.918483704328537,30,0.4169030810395877
Singapore,dalle,Montreal,google,8.63557916879654,20,Montreal,google,Singapore,dalle,13.83157154917717,30,0.44934301435947416
Singapore,google,Montreal,google,11.904658675193787,30,Montreal,google,Singapore,google,12.70409443974495,30,0.41014588524897894
Stockholm,dalle,Montreal,google,8.196520954370499,20,Montreal,google,Stockholm,dalle,14.082701712846756,30,0.4455844533443451
Stockholm,google,Montreal,google,12.253790229558945,30,Montreal,google,Stockholm,google,13.61783766746521,30,0.4311937982837359
Sydney,dalle,Montreal,google,8.456014275550842,20,Montreal,google,Sydney,dalle,13.859756261110306,30,0.44631541073322295
Sydney,google,Montreal,google,13.132706969976425,30,Montreal,google,Sydney,google,13.196076899766922,30,0.43881306449572244
São Paulo,dalle,Montreal,google,7.827671974897385,20,Montreal,google,São Paulo,dalle,13.276639938354492,30,0.42208623826503755
São Paulo,google,Montreal,google,13.306260913610458,30,Montreal,google,São Paulo,google,12.952115386724472,30,0.4376396050055822
Taipei,dalle,Montreal,google,8.102712720632553,20,Montreal,google,Taipei,dalle,13.419216632843018,30,0.43043858706951144
Taipei,google,Montreal,google,12.368464857339859,30,Montreal,google,Taipei,google,12.856308221817017,30,0.4204128846526146
Tel Aviv,dalle,Montreal,google,8.243082493543625,20,Montreal,google,Tel Aviv,dalle,13.374227553606033,30,0.43234620094299314
Tel Aviv,google,Montreal,google,12.841965824365616,30,Montreal,google,Tel Aviv,google,12.803598195314407,30,0.42742606699466706
Tokyo,dalle,Montreal,google,8.55482268333435,20,Montreal,google,Tokyo,dalle,14.061454564332962,30,0.45232554495334626
Tokyo,google,Montreal,google,13.343394786119461,30,Montreal,google,Tokyo,google,13.837483793497086,30,0.4530146429936091
Toronto,dalle,Montreal,google,7.650633156299591,20,Montreal,google,Toronto,dalle,13.520110964775085,30,0.42341488242149355
Toronto,google,Montreal,google,12.776698052883148,30,Montreal,google,Toronto,google,13.336626589298248,30,0.43522207736968993
Vienna,dalle,Montreal,google,8.650095283985138,20,Montreal,google,Vienna,dalle,14.407593876123428,30,0.4611537832021713
Vienna,google,Montreal,google,12.780990362167358,30,Montreal,google,Vienna,google,13.880655527114868,30,0.44436076482137044
Warsaw,dalle,Montreal,google,8.063556045293808,20,Montreal,google,Warsaw,dalle,13.505492806434631,30,0.4313809770345688
Warsaw,google,Montreal,google,11.724037677049637,30,Montreal,google,Warsaw,google,13.617689400911331,30,0.42236211796601614
Zurich,dalle,Montreal,google,8.346069276332855,20,Montreal,google,Zurich,dalle,13.887611865997314,30,0.4446736228466034
Zurich,google,Montreal,google,12.974063485860825,30,Montreal,google,Zurich,google,13.190127611160278,30,0.4360698516170184
Abu Dhabi,dalle,Moscow,dalle,7.9469263553619385,20,Moscow,dalle,Abu Dhabi,dalle,8.337237060070038,20,0.4071040853857994
Abu Dhabi,google,Moscow,dalle,14.281588733196259,30,Moscow,dalle,Abu Dhabi,google,8.351425111293793,20,0.45266027688980104
Almaty,dalle,Moscow,dalle,8.577596426010132,20,Moscow,dalle,Almaty,dalle,8.263144880533218,20,0.42101853266358374
Almaty,google,Moscow,dalle,13.588397443294525,30,Moscow,dalle,Almaty,google,8.437462389469147,20,0.44051719665527345
Amsterdam,dalle,Moscow,dalle,6.384139105677605,20,Moscow,dalle,Amsterdam,dalle,6.540104553103447,20,0.3231060914695263
Amsterdam,google,Moscow,dalle,12.639505952596664,30,Moscow,dalle,Amsterdam,google,7.897694677114487,20,0.410744012594223
Athens,dalle,Moscow,dalle,8.266295075416565,20,Moscow,dalle,Athens,dalle,7.7290323078632355,20,0.399883184581995
Athens,google,Moscow,dalle,13.504479616880417,30,Moscow,dalle,Athens,google,7.833400368690491,20,0.42675759971141813
Auckland,dalle,Moscow,dalle,8.333737671375275,20,Moscow,dalle,Auckland,dalle,8.153155416250229,20,0.41217232719063757
Auckland,google,Moscow,dalle,13.22920310497284,30,Moscow,dalle,Auckland,google,7.92967215180397,20,0.4231775051355362
Bangkok,dalle,Moscow,dalle,7.843422532081604,20,Moscow,dalle,Bangkok,dalle,7.537029802799225,20,0.38451130837202074
Bangkok,google,Moscow,dalle,13.543320208787918,30,Moscow,dalle,Bangkok,google,8.486575037240982,20,0.440597904920578
Barcelona,dalle,Moscow,dalle,8.557775050401688,20,Moscow,dalle,Barcelona,dalle,7.456781476736069,20,0.4003639131784439
Barcelona,google,Moscow,dalle,14.632576435804367,30,Moscow,dalle,Barcelona,google,8.26315951347351,20,0.4579147189855576
Beijing,dalle,Moscow,dalle,8.876768797636032,20,Moscow,dalle,Beijing,dalle,8.393896341323853,20,0.4317666284739971
Beijing,google,Moscow,dalle,13.640139400959015,30,Moscow,dalle,Beijing,google,8.39016517996788,20,0.4406060916185379
Berlin,dalle,Moscow,dalle,7.504259705543518,20,Moscow,dalle,Berlin,dalle,6.935352116823196,20,0.36099029555916784
Berlin,google,Moscow,dalle,14.310993701219559,33,Moscow,dalle,Berlin,google,7.4281721115112305,20,0.4101729398628451
Bogota,dalle,Moscow,dalle,8.349052280187607,20,Moscow,dalle,Bogota,dalle,7.715351343154907,20,0.40161009058356284
Bogota,google,Moscow,dalle,14.222003668546677,30,Moscow,dalle,Bogota,google,8.446248590946198,20,0.4533650451898575
Brussels,dalle,Moscow,dalle,6.528123497962952,20,Moscow,dalle,Brussels,dalle,6.63685816526413,20,0.32912454158067705
Brussels,google,Moscow,dalle,12.735290616750717,30,Moscow,dalle,Brussels,google,7.544322460889816,20,0.4055922615528107
Bucharest,dalle,Moscow,dalle,7.006447851657867,20,Moscow,dalle,Bucharest,dalle,6.687984973192215,20,0.34236082062125206
Bucharest,google,Moscow,dalle,12.840905904769897,31,Moscow,dalle,Bucharest,google,7.494186282157898,20,0.39872729778289795
Budapest,dalle,Moscow,dalle,7.300493359565735,20,Moscow,dalle,Budapest,dalle,6.6875618398189545,20,0.34970137998461726
Budapest,google,Moscow,dalle,13.684055387973785,30,Moscow,dalle,Budapest,google,7.608494877815247,20,0.42585100531578063
Buenos Aires,dalle,Moscow,dalle,8.268821239471436,20,Moscow,dalle,Buenos Aires,dalle,7.539019405841827,20,0.39519601613283156
Buenos Aires,google,Moscow,dalle,13.665668606758118,30,Moscow,dalle,Buenos Aires,google,8.142945289611816,20,0.43617227792739865
Busan,dalle,Moscow,dalle,9.481725513935089,20,Moscow,dalle,Busan,dalle,8.484677284955978,20,0.4491600699722767
Busan,google,Moscow,dalle,15.440601408481598,30,Moscow,dalle,Busan,google,9.335819989442825,20,0.49552842795848845
Cairo,dalle,Moscow,dalle,8.177014023065567,20,Moscow,dalle,Cairo,dalle,7.742448925971985,20,0.3979865737259388
Cairo,google,Moscow,dalle,14.314908504486084,32,Moscow,dalle,Cairo,google,8.280502647161484,20,0.434527137531684
Caracas,dalle,Moscow,dalle,8.318675071001053,20,Moscow,dalle,Caracas,dalle,8.211096048355103,20,0.4132442779839039
Caracas,google,Moscow,dalle,14.729124933481216,30,Moscow,dalle,Caracas,google,8.85215699672699,20,0.4716256386041641
Chicago,dalle,Moscow,dalle,7.834351539611816,20,Moscow,dalle,Chicago,dalle,7.377180844545364,20,0.3802883096039295
Chicago,google,Moscow,dalle,13.875881224870682,30,Moscow,dalle,Chicago,google,8.183813571929932,20,0.44119389593601227
Copenhagen,dalle,Moscow,dalle,7.1885716915130615,20,Moscow,dalle,Copenhagen,dalle,7.158068060874939,20,0.3586659938097
Copenhagen,google,Moscow,dalle,12.412667572498322,30,Moscow,dalle,Copenhagen,google,7.6647123992443085,20,0.4015475994348526
Delhi,dalle,Moscow,dalle,8.562901198863983,20,Moscow,dalle,Delhi,dalle,7.540802896022796,20,0.4025926023721695
Delhi,google,Moscow,dalle,13.821570366621017,30,Moscow,dalle,Delhi,google,7.836408317089081,20,0.433159573674202
Dubai,dalle,Moscow,dalle,8.47601529955864,20,Moscow,dalle,Dubai,dalle,7.796321988105774,20,0.40680843219161034
Dubai,google,Moscow,dalle,13.815826833248138,30,Moscow,dalle,Dubai,google,8.058810204267502,20,0.4374927407503128
Dublin,dalle,Moscow,dalle,7.329750746488571,20,Moscow,dalle,Dublin,dalle,7.474376946687698,20,0.37010319232940675
Dublin,google,Moscow,dalle,13.345322370529175,30,Moscow,dalle,Dublin,google,7.859820783138275,20,0.424102863073349
Helsinki,dalle,Moscow,dalle,6.707722097635268,20,Moscow,dalle,Helsinki,dalle,6.248171761631966,20,0.3238973464816809
Helsinki,google,Moscow,dalle,13.999060213565826,30,Moscow,dalle,Helsinki,google,7.983080953359604,20,0.4396428233385086
Ho Chi Minh City,dalle,Moscow,dalle,8.63380080461502,20,Moscow,dalle,Ho Chi Minh City,dalle,8.493960201740265,20,0.42819402515888216
Ho Chi Minh City,google,Moscow,dalle,14.793862283229828,32,Moscow,dalle,Ho Chi Minh City,google,8.077569603919983,20,0.43983522859903484
Hong Kong,dalle,Moscow,dalle,8.578610569238663,20,Moscow,dalle,Hong Kong,dalle,8.427488595247269,20,0.42515247911214826
Hong Kong,google,Moscow,dalle,13.797452449798584,30,Moscow,dalle,Hong Kong,google,8.147772699594498,20,0.43890450298786166
Istanbul,dalle,Moscow,dalle,7.553368419408798,20,Moscow,dalle,Istanbul,dalle,7.246410548686981,20,0.3699944742023945
Istanbul,google,Moscow,dalle,13.38555657863617,30,Moscow,dalle,Istanbul,google,7.672444373369217,20,0.42116001904010775
Jakarta,dalle,Moscow,dalle,9.127656072378159,20,Moscow,dalle,Jakarta,dalle,7.960752546787262,20,0.4272102154791355
Jakarta,google,Moscow,dalle,14.490897923707962,30,Moscow,dalle,Jakarta,google,8.48402988910675,20,0.45949855625629427
Johannesburg,dalle,Moscow,dalle,8.9051992893219,20,Moscow,dalle,Johannesburg,dalle,8.168556600809097,20,0.42684389725327493
Johannesburg,google,Moscow,dalle,13.2733174264431,30,Moscow,dalle,Johannesburg,google,8.00544011592865,20,0.425575150847435
Kobe,dalle,Moscow,dalle,8.838935941457748,20,Moscow,dalle,Kobe,dalle,8.414490550756454,20,0.4313356623053551
Kobe,google,Moscow,dalle,14.311528772115707,30,Moscow,dalle,Kobe,google,8.263581454753876,20,0.45150220453739165
Kyoto,dalle,Moscow,dalle,8.47458752989769,20,Moscow,dalle,Kyoto,dalle,8.514187961816788,20,0.42471938729286196
Kyoto,google,Moscow,dalle,13.783502727746964,30,Moscow,dalle,Kyoto,google,8.46943861246109,20,0.4450588268041611
Lagos,dalle,Moscow,dalle,8.336475610733032,20,Moscow,dalle,Lagos,dalle,8.128634810447693,20,0.4116277605295181
Lagos,google,Moscow,dalle,14.556741565465927,30,Moscow,dalle,Lagos,google,8.032429724931717,20,0.4517834258079529
Lisbon,dalle,Moscow,dalle,8.173956722021103,20,Moscow,dalle,Lisbon,dalle,7.534797251224518,20,0.39271884933114054
Lisbon,google,Moscow,dalle,13.298126548528671,30,Moscow,dalle,Lisbon,google,7.980765014886856,20,0.42557783126831056
London,dalle,Moscow,dalle,8.01569764316082,20,Moscow,dalle,London,dalle,7.3105064779520035,20,0.3831551030278206
London,google,Moscow,dalle,13.256759345531464,30,Moscow,dalle,London,google,7.625894695520401,20,0.4176530808210373
Los Angeles,dalle,Moscow,dalle,8.784552454948425,20,Moscow,dalle,Los Angeles,dalle,8.3844693005085,20,0.4292255438864231
Los Angeles,google,Moscow,dalle,14.237032413482666,30,Moscow,dalle,Los Angeles,google,8.378965616226196,20,0.45231996059417723
Madrid,dalle,Moscow,dalle,7.405907213687897,20,Moscow,dalle,Madrid,dalle,6.958996653556824,20,0.359122596681118
Madrid,google,Moscow,dalle,12.956472009420395,30,Moscow,dalle,Madrid,google,7.99839261174202,20,0.4190972924232483
Manila,dalle,Moscow,dalle,8.764721095561981,20,Moscow,dalle,Manila,dalle,8.24312362074852,20,0.4251961179077625
Manila,google,Moscow,dalle,13.964576452970505,30,Moscow,dalle,Manila,google,7.755975842475891,20,0.43441104590892793
Melbourne,dalle,Moscow,dalle,8.993222653865814,20,Moscow,dalle,Melbourne,dalle,8.174288749694824,20,0.42918778508901595
Melbourne,google,Moscow,dalle,13.687451034784317,30,Moscow,dalle,Melbourne,google,7.985797971487045,20,0.4334649801254272
Mexico City,dalle,Moscow,dalle,7.910914555191994,20,Moscow,dalle,Mexico City,dalle,7.515286311507225,20,0.38565502166748045
Mexico City,google,Moscow,dalle,13.167547583580017,30,Moscow,dalle,Mexico City,google,7.973044157028198,20,0.42281183481216433
Milan,dalle,Moscow,dalle,8.101607695221901,20,Moscow,dalle,Milan,dalle,7.40434367954731,20,0.3876487843692303
Milan,google,Moscow,dalle,12.757078677415848,30,Moscow,dalle,Milan,google,7.448220431804657,20,0.4041059821844101
Montreal,dalle,Moscow,dalle,7.29367271065712,20,Moscow,dalle,Montreal,dalle,7.000140607357025,20,0.35734533295035364
Montreal,google,Moscow,dalle,13.9057457447052,30,Moscow,dalle,Montreal,google,7.375266015529633,20,0.42562023520469666
Moscow,dalle,Moscow,dalle,6.59203839302063,20,Moscow,dalle,Moscow,dalle,6.59203839302063,20,0.32960191965103147
Moscow,google,Moscow,dalle,13.285574316978455,30,Moscow,dalle,Moscow,google,7.65010541677475,20,0.4187135946750641
Mumbai,dalle,Moscow,dalle,8.452872723340988,20,Moscow,dalle,Mumbai,dalle,8.223205864429474,20,0.41690196469426155
Mumbai,google,Moscow,dalle,13.993767768144608,30,Moscow,dalle,Mumbai,google,8.297185868024826,20,0.44581907272338867
Munich,dalle,Moscow,dalle,8.137113153934479,20,Moscow,dalle,Munich,dalle,7.6451190412044525,20,0.3945558048784733
Munich,google,Moscow,dalle,13.366131991147995,30,Moscow,dalle,Munich,google,7.692690759897232,20,0.42117645502090456
New York,dalle,Moscow,dalle,17.243188202381134,40,Moscow,dalle,New York,dalle,7.623761981725693,20,0.41444916973511375
New York,google,Moscow,dalle,12.727841436862946,30,Moscow,dalle,New York,google,7.7341678738594055,20,0.409240186214447
Osaka,dalle,Moscow,dalle,8.394696146249771,20,Moscow,dalle,Osaka,dalle,8.263503521680832,20,0.41645499169826505
Osaka,google,Moscow,dalle,14.791843324899673,30,Moscow,dalle,Osaka,google,9.042097598314285,20,0.4766788184642792
Oslo,dalle,Moscow,dalle,7.237666994333267,20,Moscow,dalle,Oslo,dalle,7.050427824258804,20,0.3572023704648018
Oslo,google,Moscow,dalle,13.506872415542603,30,Moscow,dalle,Oslo,google,8.006882399320602,20,0.4302750962972641
Paris,dalle,Moscow,dalle,7.194471836090088,20,Moscow,dalle,Paris,dalle,6.838220566511154,20,0.35081731006503103
Paris,google,Moscow,dalle,14.542819321155548,30,Moscow,dalle,Paris,google,8.199950069189072,20,0.4548553878068924
Prague,dalle,Moscow,dalle,8.024841904640198,20,Moscow,dalle,Prague,dalle,7.678955405950546,20,0.3925949327647686
Prague,google,Moscow,dalle,12.601268708705902,30,Moscow,dalle,Prague,google,8.070294618606567,20,0.4134312665462494
Rio de Janeiro,dalle,Moscow,dalle,8.334428071975708,20,Moscow,dalle,Rio de Janeiro,dalle,7.5780603885650635,20,0.3978122115135193
Rio de Janeiro,google,Moscow,dalle,15.465183019638062,30,Moscow,dalle,Rio de Janeiro,google,8.94830647110939,20,0.48826978981494906
Rome,dalle,Moscow,dalle,8.424887537956238,20,Moscow,dalle,Rome,dalle,7.387097090482712,20,0.3952996157109737
Rome,google,Moscow,dalle,12.4165780544281,30,Moscow,dalle,Rome,google,7.438145101070404,20,0.3970944631099701
Santiago,dalle,Moscow,dalle,8.277023375034332,20,Moscow,dalle,Santiago,dalle,7.234807103872299,20,0.3877957619726658
Santiago,google,Moscow,dalle,13.13401883840561,30,Moscow,dalle,Santiago,google,7.338732868432999,20,0.40945503413677214
Seoul,dalle,Moscow,dalle,8.708965122699738,20,Moscow,dalle,Seoul,dalle,8.030062139034271,20,0.41847568154335024
Seoul,google,Moscow,dalle,13.96734344959259,30,Moscow,dalle,Seoul,google,8.29568925499916,20,0.445260654091835
Shanghai,dalle,Moscow,dalle,8.926955103874207,20,Moscow,dalle,Shanghai,dalle,8.452762424945831,20,0.43449293822050095
Shanghai,google,Moscow,dalle,14.667941391468048,30,Moscow,dalle,Shanghai,google,8.76641595363617,20,0.46868714690208435
Shenzhen,dalle,Moscow,dalle,9.160857081413269,20,Moscow,dalle,Shenzhen,dalle,8.915105670690536,20,0.4518990688025951
Shenzhen,google,Moscow,dalle,13.120497077703476,30,Moscow,dalle,Shenzhen,google,8.298426479101181,20,0.4283784711360931
Singapore,dalle,Moscow,dalle,8.453981459140778,20,Moscow,dalle,Singapore,dalle,7.902653396129608,20,0.40891587138175967
Singapore,google,Moscow,dalle,12.847209423780441,30,Moscow,dalle,Singapore,google,7.500204354524612,20,0.4069482755661011
Stockholm,dalle,Moscow,dalle,7.9105097353458405,20,Moscow,dalle,Stockholm,dalle,7.837670207023621,20,0.3937044985592365
Stockholm,google,Moscow,dalle,12.532702952623367,30,Moscow,dalle,Stockholm,google,7.68546399474144,20,0.40436333894729615
Sydney,dalle,Moscow,dalle,8.45410692691803,20,Moscow,dalle,Sydney,dalle,7.961119145154953,20,0.4103806518018246
Sydney,google,Moscow,dalle,13.638693362474442,30,Moscow,dalle,Sydney,google,8.288319110870361,20,0.43854024946689607
São Paulo,dalle,Moscow,dalle,8.304297506809235,20,Moscow,dalle,São Paulo,dalle,7.966562747955322,20,0.4067715063691139
São Paulo,google,Moscow,dalle,14.607642114162445,30,Moscow,dalle,São Paulo,google,8.363750696182251,20,0.4594278562068939
Taipei,dalle,Moscow,dalle,8.47109541296959,20,Moscow,dalle,Taipei,dalle,8.063435226678848,20,0.4133632659912109
Taipei,google,Moscow,dalle,14.228052079677582,30,Moscow,dalle,Taipei,google,8.691948592662811,20,0.45840001344680786
Tel Aviv,dalle,Moscow,dalle,8.524392664432526,20,Moscow,dalle,Tel Aviv,dalle,7.771545439958572,20,0.4073984526097775
Tel Aviv,google,Moscow,dalle,14.234739929437637,30,Moscow,dalle,Tel Aviv,google,8.077558308839798,20,0.44624596476554873
Tokyo,dalle,Moscow,dalle,8.861468076705933,20,Moscow,dalle,Tokyo,dalle,8.24565276503563,20,0.427678021043539
Tokyo,google,Moscow,dalle,14.740473836660385,30,Moscow,dalle,Tokyo,google,9.136144757270813,20,0.47753237187862396
Toronto,dalle,Moscow,dalle,8.145425647497177,20,Moscow,dalle,Toronto,dalle,7.610244035720825,20,0.3938917420804501
Toronto,google,Moscow,dalle,13.443765252828598,30,Moscow,dalle,Toronto,google,7.990532219409943,20,0.4286859494447708
Vienna,dalle,Moscow,dalle,7.661332696676254,20,Moscow,dalle,Vienna,dalle,7.412131994962692,20,0.3768366172909737
Vienna,google,Moscow,dalle,13.051398575305939,30,Moscow,dalle,Vienna,google,7.905887544155121,20,0.4191457223892212
Warsaw,dalle,Moscow,dalle,8.120645985007286,20,Moscow,dalle,Warsaw,dalle,7.341174438595771,20,0.38654551059007647
Warsaw,google,Moscow,dalle,12.667662024497986,30,Moscow,dalle,Warsaw,google,8.225815087556839,20,0.4178695422410965
Zurich,dalle,Moscow,dalle,8.221785306930542,20,Moscow,dalle,Zurich,dalle,7.24857833981514,20,0.38675909116864204
Zurich,google,Moscow,dalle,13.68796756863594,30,Moscow,dalle,Zurich,google,7.540670961141586,20,0.42457277059555054
Abu Dhabi,dalle,Moscow,google,8.033706426620483,20,Moscow,google,Abu Dhabi,dalle,14.120664775371552,30,0.4430874240398407
Abu Dhabi,google,Moscow,google,13.024246454238892,30,Moscow,google,Abu Dhabi,google,12.879874855279922,30,0.4317353551586469
Almaty,dalle,Moscow,google,8.002253860235214,20,Moscow,google,Almaty,dalle,13.152142256498337,30,0.423087922334671
Almaty,google,Moscow,google,11.962898194789886,30,Moscow,google,Almaty,google,12.80959266424179,30,0.41287484765052795
Amsterdam,dalle,Moscow,google,8.207417160272598,20,Moscow,google,Amsterdam,dalle,13.78548526763916,30,0.4398580485582352
Amsterdam,google,Moscow,google,12.213116705417633,30,Moscow,google,Amsterdam,google,13.228334903717041,30,0.4240241934855779
Athens,dalle,Moscow,google,8.50825297832489,20,Moscow,google,Athens,dalle,13.680790364742279,30,0.4437808668613434
Athens,google,Moscow,google,12.798632949590683,30,Moscow,google,Athens,google,12.821006685495377,30,0.426993993918101
Auckland,dalle,Moscow,google,8.536938041448593,20,Moscow,google,Auckland,dalle,14.339333325624466,30,0.4575254273414612
Auckland,google,Moscow,google,11.602444648742676,30,Moscow,google,Auckland,google,12.398369461297989,30,0.40001356850067776
Bangkok,dalle,Moscow,google,9.192955523729324,20,Moscow,google,Bangkok,dalle,14.765816390514374,30,0.47917543828487397
Bangkok,google,Moscow,google,11.96953895688057,30,Moscow,google,Bangkok,google,12.342445433139801,30,0.40519973983367286
